recipe_id,Title,Cuisine,prep_time,cook_time,total_time,servings,calories,fat,carbs,protein
532,Torsk (Scandinavian Cod),Danish,10 mins,20 mins,30 mins,6,670.0,47g,33g,30g
533,Pebber Nodder (Danish Christmas Cookies),Danish,15 mins,10 mins,25 mins,100,37.0,2g,4g,1g
534,Sour Cream Banana Cake,Danish,30 mins,30 mins,1 hr,12,802.0,36g,114g,9g
535,Dansk Aebleskiver (Danish Doughnuts),Danish,10 mins,45 mins,55 mins,48,145.0,11g,10g,3g
537,Danish Red Cabbage,Danish,15 mins,1 hr 5 mins,1 hr 20 mins,6,120.0,4g,21g,2g
538,Aebleskiver (Danish Pancakes),Danish,5 mins,5 mins,10 mins,7,127.0,5g,18g,4g
539,Mansaka,Danish,15 mins,35 mins,50 mins,6,537.0,27g,39g,35g
540,Danish Peppernut Christmas Cookies (Pebernodder),Danish,20 mins,10 mins,30 mins,200,19.0,1g,2g,0g
541,Fastelavnsboller (Fastelavn Buns),Danish,1 hr,15 mins,1 hr 45 mins,18,214.0,7g,31g,6g
542,Laura's Famous Aebleskiver,Danish,10 mins,5 mins,15 mins,4,330.0,5g,54g,15g
543,Danish Ebelskiver,Danish,20 mins,10 mins,30 mins,7,271.0,12g,32g,9g
545,Dilled Shrimp (Rejer),Danish,15 mins,5 mins,8 hrs 50 mins,8,183.0,5g,10g,23g
547,Danish Spiced Rye Bread (Sigtebrod),Danish,20 mins,35 mins,3 hrs 25 mins,16,287.0,6g,54g,6g
548,Danish Oatmeal Cookies,Danish,15 mins,20 mins,50 mins,60,61.0,5g,5g,1g
549,Apple Danish with Crescent Roll Dough,Danish,15 mins,40 mins,55 mins,12,461.0,29g,46g,6g
550,Danish Rugbrod (Rye Bread) for the Bread Machine,Danish,10 mins,3 hrs,3 hrs 10 mins,24,81.0,1g,17g,2g
551,Danish Oven Pancake (Aeggekage),Danish,20 mins,20 mins,1 hr 10 mins,8,361.0,20g,34g,12g
552,Danish Chicken Liver Pate,Danish,25 mins,50 mins,1 hr 15 mins,12,168.0,14g,4g,8g
554,Danish Cabbage,Danish,10 mins,24 mins,34 mins,6,126.0,8g,12g,4g
555,Havregrynskugler (Danish Oat Balls),Danish,30 mins,,1 hr 30 mins,20,92.0,4g,13g,2g
556,Sugared Danish Butter Cookies with Pecan Halves,Danish,1 hr,25 mins,1 day 1 hr 45 mins,176,38.0,2g,4g,0g
559,Danish Christmas Red Cabbage,Danish,30 mins,1 hr,1 hr 30 mins,12,144.0,0g,37g,1g
561,Banket,Dutch,25 mins,15 mins,40 mins,24,202.0,12g,21g,3g
562,Poffertjes (Dutch Mini Pancakes),Dutch,5 mins,10 mins,15 mins,12,105.0,1g,19g,4g
563,Dutch Croquetten,Dutch,15 mins,10 mins,25 mins,8,339.0,18g,25g,19g
564,Gehakt Ballen (Dutch Meatballs),Dutch,20 mins,1 hr 5 mins,1 hr 25 mins,4,524.0,37g,24g,23g
565,Jan Hagel Cookies,Dutch,20 mins,30 mins,50 mins,24,157.0,10g,17g,2g
566,Hachee (Dutch Beef Stew),Dutch,10 mins,1 hr 30 mins,1 hr 40 mins,4,384.0,23g,25g,21g
567,Dutch Bokkenpootjes - Goat's Feet,Dutch,40 mins,15 mins,2 hrs 25 mins,12,452.0,15g,63g,23g
568,Speculaas Cookies,Dutch,20 mins,10 mins,30 mins,24,163.0,8g,21g,2g
569,Lahmacun Turkish Pizza,Dutch,2 hrs,20 mins,11 hrs 20 mins,10,480.0,20g,58g,17g
570,Dutch Cookies,Dutch,,,,40,107.0,6g,13g,1g
571,Holland Butter Cookies,Dutch,15 mins,10 mins,25 mins,72,78.0,5g,7g,1g
572,Stroopwafels with Treacle,Dutch,45 mins,1 mins,1 hr 31 mins,12,523.0,20g,81g,6g
573,Holland Boterkoek,Dutch,10 mins,40 mins,50 mins,12,219.0,11g,29g,2g
553,Speculaas Cookies or Spicy Sinterklass Cakes,Dutch,15 mins,15 mins,1 hr 30 mins,30,97.0,5g,11g,1g
575,Stroopwaffels I,Dutch,,,,12,602.0,32g,75g,6g
576,Dutch Boterkoek,Dutch,15 mins,35 mins,1 hr 50 mins,16,236.0,15g,25g,2g
577,Dutch Apple Pie with Oatmeal Streusel,Dutch,15 mins,45 mins,1 hr,8,441.0,20g,63g,4g
578,Botercake (Butter Cake),Dutch,,,,15,276.0,16g,31g,4g
579,Appeltaart (Dutch Apple Tart),Dutch,25 mins,1 hr,1 hr 25 mins,8,445.0,19g,64g,6g
580,Stroopwaffels II,Dutch,10 mins,20 mins,30 mins,24,126.0,4g,20g,1g
581,Pandan Chiffon Cake,Filipino,15 mins,45 mins,1 hr,8,227.0,12g,24g,6g
582,Traditional Filipino Lumpia,Filipino,40 mins,25 mins,1 hr 10 mins,15,168.0,11g,11g,7g
583,Chicken Arroz Caldo (Chicken Rice Porridge),Filipino,20 mins,20 mins,40 mins,5,294.0,15g,25g,16g
584,Quick and Easy Pancit,Filipino,15 mins,15 mins,30 mins,6,369.0,5g,65g,18g
585,Chicken Tinola,Filipino,30 mins,20 mins,50 mins,4,532.0,23g,14g,66g
586,Famous Chicken Adobo,Filipino,15 mins,45 mins,1 hr,6,361.0,22g,7g,33g
588,Pinakbet,Filipino,15 mins,30 mins,45 mins,6,184.0,10g,9g,14g
589,Pork Sinigang,Filipino,15 mins,1 hr,1 hr 15 mins,4,240.0,9g,12g,27g
590,Lumpia (Shanghai Version),Filipino,1 hr,20 mins,1 hr 20 mins,20,262.0,18g,15g,10g
591,Cassava Cake,Filipino,20 mins,1 hr 5 mins,2 hrs 25 mins,10,329.0,16g,42g,8g
592,Lumpia in the Air Fryer,Filipino,15 mins,30 mins,45 mins,16,98.0,6g,7g,5g
593,Filipino Beef Steak,Filipino,15 mins,10 mins,1 hr 25 mins,6,756.0,39g,8g,89g
594,Atsara (Papaya Relish),Filipino,20 mins,10 mins,1 day 1 hr 30 mins,10,112.0,0g,28g,1g
595,Traci's Adobo Seasoning,Filipino,5 mins,,5 mins,21,4.0,0g,1g,0g
597,Empanada Dough,Filipino,20 mins,,20 mins,24,62.0,1g,11g,1g
598,Adobong Pusit (Squid Adobo),Filipino,10 mins,35 mins,45 mins,5,198.0,7g,3g,28g
599,Ginataang Manok (Chicken Cooked in Coconut Milk),Filipino,5 mins,50 mins,55 mins,6,709.0,60g,7g,39g
600,Goat Stew,Filipino,30 mins,1 hr 10 mins,2 hrs 40 mins,4,272.0,7g,27g,26g
601,Filipino Lechon Kawali,Filipino,10 mins,45 mins,1 hr 10 mins,4,502.0,45g,2g,21g
602,Buchi,Filipino,30 mins,45 mins,1 hr 15 mins,10,243.0,9g,38g,2g
603,Filipino Beef Giniling (Afritada Style),Filipino,20 mins,20 mins,40 mins,6,488.0,26g,35g,29g
604,Ube-Macapuno Cake,Filipino,30 mins,30 mins,1 hr,12,714.0,44g,75g,12g
605,Filipino Lumpia,Filipino,1 hr,10 mins,1 hr 10 mins,6,550.0,31g,43g,25g
606,Sinigang na Bangus (Filipino Milkfish in Tamarind Broth),Filipino,20 mins,15 mins,35 mins,5,291.0,7g,38g,23g
607,Siopao (Filipino Steamed Buns),Filipino,30 mins,,1 hr 45 mins,16,153.0,4g,26g,3g
608,Champorado,Filipino,5 mins,25 mins,30 mins,6,428.0,25g,53g,5g
609,Beef Nilaga,Filipino,30 mins,1 hr 40 mins,2 hrs 10 mins,5,983.0,75g,32g,43g
610,Filipino Avocado Milkshake,Filipino,5 mins,,5 mins,2,337.0,19g,38g,8g
611,Siopao (Filipino Steamed Dumplings),Filipino,45 mins,30 mins,1 hr 55 mins,15,346.0,11g,44g,16g
612,Kwek Kwek (Filipino Street Food),Filipino,20 mins,20 mins,1 hr,12,150.0,9g,16g,2g
613,Chewy Coconut Bibingka (Filipino Rice Cake),Filipino,15 mins,45 mins,1 hr 20 mins,24,304.0,10g,50g,4g
614,"Filipino Steamed Rice, Cebu Style",Filipino,10 mins,45 mins,1 hr 15 mins,4,466.0,26g,34g,22g
615,Filipino Ribs,Filipino,15 mins,1 hr 45 mins,2 hrs,12,773.0,59g,19g,39g
616,Filipino Chicken Sopas,Filipino,10 mins,1 hr 10 mins,1 hr 20 mins,6,345.0,14g,35g,20g
617,Leche Flan,Filipino,10 mins,1 hr 10 mins,6 hrs 20 mins,12,387.0,14g,55g,11g
618,Sinigang na Isda sa Miso (Fish Stew with Miso),Filipino,30 mins,20 mins,50 mins,4,404.0,11g,24g,53g
619,Chicken Afritada (Filipino Stew),Filipino,40 mins,50 mins,1 hr 30 mins,6,594.0,45g,25g,23g
620,Garlic Rice,Filipino,5 mins,15 mins,20 mins,4,293.0,9g,46g,6g
621,Instant Pot Filipino Chicken Adobo,Filipino,5 mins,30 mins,40 mins,4,352.0,21g,9g,30g
622,Pochero,Filipino,20 mins,50 mins,1 hr 10 mins,6,959.0,52g,59g,64g
623,Mamon (Sponge Cakes),Filipino,20 mins,40 mins,1 hr 10 mins,16,243.0,9g,35g,5g
624,Filipino Baked Milkfish (Baked Bangus),Filipino,15 mins,1 hr,1 hr 15 mins,4,394.0,16g,14g,50g
625,Biko,Filipino,15 mins,45 mins,11 hrs,12,463.0,10g,90g,5g
626,Filipino-Style Congee (Lugaw),Filipino,25 mins,51 mins,1 hr 16 mins,4,552.0,15g,80g,22g
627,Coconut Sauce,Filipino,5 mins,20 mins,25 mins,10,161.0,8g,23g,1g
628,Paksiw na Pata (Pig's Feet Stew),Filipino,10 mins,1 hr 10 mins,1 hr 20 mins,5,342.0,21g,9g,30g
629,Filipino Fish Escabeche,Filipino,15 mins,30 mins,45 mins,4,259.0,16g,23g,6g
630,Fish Sinigang (Tilapia) - Filipino Sour Broth Dish,Filipino,5 mins,10 mins,15 mins,4,112.0,1g,13g,13g
631,Bistek (Filipino Beef Steak),Filipino,15 mins,30 mins,1 hr 15 mins,4,445.0,17g,48g,26g
632,Karioka Sweet Rice Balls,Filipino,10 mins,10 mins,30 mins,5,414.0,25g,45g,4g
633,Philippine Longanisa de Eugenio (Sweet Sausage),Filipino,45 mins,28 mins,4 days 1 hr 13 mins,12,496.0,44g,9g,15g
634,Mongo Guisado (Mung Bean Soup),Filipino,20 mins,1 hr,1 hr 20 mins,6,202.0,7g,22g,15g
635,Authentic Filipino Pancit,Filipino,15 mins,45 mins,1 hr,6,390.0,17g,42g,17g
636,Filipino Corned Beef and Cabbage,Filipino,10 mins,25 mins,35 mins,4,398.0,29g,9g,25g
637,Pan De Sal I,Filipino,,,,20,175.0,3g,32g,4g
638,Sinigang na Baka,Filipino,15 mins,45 mins,1 hr,6,304.0,20g,15g,18g
639,Caldereta (Filipino Beef Stew),Filipino,20 mins,1 hr 5 mins,1 hr 25 mins,6,518.0,36g,25g,26g
640,Lolah's Chicken Adobo,Filipino,10 mins,1 hr 10 mins,1 hr 20 mins,8,265.0,12g,3g,35g
641,Grilled Chicken Adobo,Filipino,15 mins,35 mins,50 mins,8,255.0,7g,11g,37g
642,Pork and Chicken Adobo,Filipino,20 mins,55 mins,3 hrs 15 mins,4,551.0,37g,4g,49g
643,Filipino Chicken Salad,Filipino,20 mins,30 mins,1 hr 20 mins,12,225.0,15g,21g,3g
644,Lumpia - Filipino Shrimp and Pork Egg Rolls,Filipino,1 hr,30 mins,1 hr 30 mins,75,43.0,2g,4g,2g
645,Finnish Pannu Kakku,Finnish,5 mins,20 mins,30 mins,6,437.0,22g,53g,9g
646,Cornish Finnish Michigan Pasties,Finnish,,,,8,882.0,50g,76g,30g
647,Finnish Nissua,Finnish,40 mins,30 mins,3 hrs 20 mins,30,216.0,5g,37g,6g
648,Finnish Kropser (Baked Pancakes),Finnish,,,,8,228.0,9g,30g,6g
650,Karelian Pies (Karjalanpiirakka),Finnish,30 mins,55 mins,1 hr 25 mins,16,106.0,3g,17g,3g
651,Finnish-Style Mojakka,Finnish,20 mins,2 hrs 55 mins,3 hrs 15 mins,6,891.0,62g,34g,50g
652,Finnish Meatballs (Lihapyorykoita),Finnish,20 mins,30 mins,50 mins,4,747.0,53g,36g,33g
653,Finnish Turnip Casserole,Finnish,30 mins,1 hr 5 mins,1 hr 35 mins,6,176.0,8g,23g,4g
654,Kropsua (Finnish Pancake),Finnish,10 mins,20 mins,30 mins,4,438.0,28g,36g,11g
655,Finnish Summer Soup,Finnish,10 mins,25 mins,35 mins,4,563.0,21g,83g,19g
656,Finnish Blueberry Pie,Finnish,35 mins,25 mins,1 hr,12,310.0,13g,47g,4g
657,Finnish-American Flatbread,Finnish,10 mins,20 mins,2 hrs 15 mins,12,404.0,4g,78g,13g
658,Pannukakku (Finnish Oven Pancake),Finnish,10 mins,30 mins,40 mins,12,220.0,10g,28g,5g
660,Finnish Oven Pancakes,Finnish,10 mins,20 mins,30 mins,8,181.0,8g,21g,5g
661,French Almond Rum Cake,French,20 mins,55 mins,1 hr 55 mins,12,426.0,25g,43g,8g
662,Ratatouille Bake,French,15 mins,45 mins,1 hr,6,188.0,8g,22g,10g
663,Poulet au Vinaigre (Chicken with Vinegar),French,15 mins,1 hr,1 hr 15 mins,6,448.0,29g,5g,37g
664,Pear Tarte Tatin,French,30 mins,55 mins,1 hr 40 mins,8,444.0,22g,58g,4g
665,Quick Tomato and Bean Soup Provencal,French,15 mins,20 mins,35 mins,4,221.0,4g,35g,14g
668,Dijon Chicken,French,5 mins,35 mins,40 mins,4,539.0,37g,5g,41g
669,Ratatouille,French,15 mins,45 mins,1 hr,4,251.0,14g,24g,13g
670,Galette des Rois,French,20 mins,30 mins,50 mins,16,229.0,15g,20g,3g
671,French Apple Cake,French,30 mins,45 mins,1 hr 45 mins,8,287.0,13g,38g,3g
672,Tarte Tatin,French,15 mins,30 mins,50 mins,6,351.0,16g,53g,2g
674,Sole Meuniere,French,10 mins,10 mins,20 mins,4,485.0,28g,25g,33g
675,Creme Patissiere (Vanilla Pastry Cream),French,5 mins,10 mins,15 mins,4,312.0,19g,27g,10g
676,Choux Pastry,French,5 mins,10 mins,15 mins,10,78.0,6g,5g,2g
677,Pain au Chocolat (Chocolate Croissants),French,45 mins,15 mins,4 hrs,9,1326.0,78g,153g,16g
678,Salmon en Croûte,French,15 mins,1 hr,1 hr 15 mins,4,1206.0,86g,61g,48g
679,Meat Pie,French,25 mins,25 mins,50 mins,8,381.0,24g,28g,14g
680,Sauce Vierge,French,15 mins,,45 mins,4,209.0,18g,11g,2g
683,Basic Crêpes,French,10 mins,20 mins,30 mins,4,216.0,9g,26g,7g
684,Rich and Simple French Onion Soup,French,15 mins,40 mins,55 mins,4,586.0,44g,28g,21g
685,Chicken Cordon Bleu,French,10 mins,35 mins,45 mins,4,419.0,19g,13g,46g
686,Chef John's Quick Cassoulet,French,20 mins,45 mins,1 hr 25 mins,4,906.0,44g,72g,54g
687,Fondant Potatoes,French,15 mins,40 mins,1 hr 5 mins,6,239.0,11g,34g,4g
688,French Crêpes,French,5 mins,25 mins,30 mins,12,94.0,4g,10g,4g
689,Lobster Thermidor,French,30 mins,10 mins,40 mins,2,653.0,28g,14g,77g
690,Bûche de Noël,French,45 mins,15 mins,1 hr 30 mins,12,276.0,18g,28g,5g
691,Macarons,French,40 mins,20 mins,11 hrs 30 mins,15,73.0,3g,12g,1g
692,Chef John's Crème Fraîche,French,5 mins,,2 days 5 mins,32,52.0,6g,1g,0g
693,The Best Lemon Vinaigrette,French,10 mins,,10 mins,8,128.0,14g,2g,0g
694,Herbs de Provence,French,5 mins,,5 mins,48,4.0,0g,1g,0g
696,Chicken Florentine,French,15 mins,20 mins,35 mins,4,571.0,33g,12g,50g
697,Chocolate Yule Log,French,50 mins,10 mins,3 hrs 15 mins,10,526.0,34g,56g,6g
698,Pastry Cream,French,15 mins,10 mins,25 mins,8,151.0,6g,21g,4g
699,Dessert Crepes,French,10 mins,20 mins,30 mins,8,164.0,8g,17g,6g
701,Duck a l'Orange,French,15 mins,20 mins,50 mins,2,354.0,21g,15g,20g
702,Disney's Ratatouille,French,45 mins,45 mins,1 hr 30 mins,4,275.0,19g,25g,6g
703,Blender Hollandaise Sauce,French,5 mins,,5 mins,6,163.0,18g,1g,2g
704,Eclairs,French,30 mins,50 mins,1 hr 20 mins,9,476.0,28g,49g,8g
705,Macarons (French Macaroons),French,30 mins,10 mins,2 hrs 10 mins,16,92.0,1g,18g,3g
706,Quiche Lorraine,French,15 mins,55 mins,1 hr 20 mins,6,761.0,68g,19g,19g
707,Lyonnaise Potatoes,French,30 mins,25 mins,55 mins,6,325.0,20g,35g,4g
708,How to Make Bordelaise Sauce,French,15 mins,30 mins,45 mins,6,82.0,1g,9g,2g
709,French Onion Soup Gratinée,French,15 mins,1 hr,1 hr 15 mins,4,618.0,36g,39g,30g
710,Omelet in a Bag,French,10 mins,20 mins,30 mins,1,484.0,34g,8g,38g
711,Chef John's Coq au Vin,French,15 mins,1 hr 30 mins,1 hr 45 mins,6,255.0,19g,5g,6g
712,"Chicken French (Rochester, NY Style)",French,15 mins,15 mins,30 mins,4,405.0,23g,15g,33g
713,Cordon Bleu Chicken Rolls,French,30 mins,40 mins,1 hr 10 mins,6,490.0,25g,14g,50g
714,Red Wine Reduction Sauce,French,5 mins,15 mins,20 mins,4,152.0,10g,4g,1g
715,Classic Chicken Cordon Bleu,French,20 mins,40 mins,1 hr,6,584.0,41g,8g,42g
716,Simple Crème Brûlée Dessert,French,15 mins,55 mins,3 hrs 10 mins,2,612.0,51g,36g,6g
717,Restaurant-Style French Onion Soup,French,20 mins,1 hr 25 mins,1 hr 45 mins,6,792.0,38g,77g,31g
718,Rich and Creamy Potatoes au Gratin,French,20 mins,1 hr 10 mins,1 hr 30 mins,8,352.0,20g,32g,12g
719,Garlic and Herb Cream Cheese,French,10 mins,,8 hrs 10 mins,12,138.0,14g,1g,2g
720,Steelhead Trout Bake with Dijon Mustard,French,10 mins,10 mins,20 mins,4,145.0,4g,3g,19g
721,Delicious Easy Chicken Francese,French,25 mins,25 mins,50 mins,4,395.0,18g,20g,35g
722,Crème Fraîche Chicken,French,15 mins,30 mins,45 mins,6,708.0,43g,35g,48g
723,Tuscan Pork Tenderloin,French,5 mins,20 mins,30 mins,16,169.0,5g,1g,30g
724,Sautéed Mushrooms (Quick and Simple),French,10 mins,10 mins,20 mins,2,194.0,20g,5g,2g
725,German Pork Chops and Sauerkraut,German,15 mins,55 mins,1 hr 10 mins,8,363.0,10g,39g,29g
726,Sausage and Sauerkraut,German,15 mins,3 hrs 20 mins,3 hrs 35 mins,5,777.0,62g,29g,25g
727,German Beef Rouladen,German,20 mins,35 mins,55 mins,8,351.0,16g,5g,45g
729,German Rhubarb Almond Cake,German,15 mins,1 hr 15 mins,2 hrs 30 mins,8,608.0,30g,77g,10g
730,Quark (Homemade Cheese),German,5 mins,15 mins,16 hrs 20 mins,4,73.0,3g,7g,5g
731,Easy Plum Cake,German,15 mins,45 mins,1 hr,8,304.0,13g,45g,4g
732,Spaghetti Ice Cream Sundae (Spaghetti-Eis),German,30 mins,,1 hr,4,711.0,40g,79g,10g
733,Pfeffernusse Cookies,German,15 mins,15 mins,2 hrs 30 mins,18,284.0,6g,54g,4g
734,Crispy Roasted Chicken,German,20 mins,1 hr,1 hr 30 mins,6,495.0,35g,3g,42g
735,Wiener Schnitzel,German,15 mins,15 mins,1 hr 30 mins,4,515.0,29g,34g,29g
737,Old German Honey Cookies,German,15 mins,15 mins,30 mins,24,233.0,9g,36g,3g
738,Jägerschnitzel,German,15 mins,40 mins,55 mins,4,917.0,57g,30g,67g
739,Chef John's Beef Rouladen,German,15 mins,1 hr 30 mins,1 hr 50 mins,2,641.0,39g,23g,48g
740,German Hamburgers (Frikadellen),German,20 mins,10 mins,40 mins,4,272.0,16g,9g,22g
741,Traditional Springerle,German,30 mins,30 mins,9 hrs,48,75.0,1g,16g,2g
742,German Semolina Pudding,German,5 mins,20 mins,25 mins,2,259.0,5g,41g,12g
743,Beer Glazed Brats and Sauerkraut,German,5 mins,40 mins,45 mins,4,454.0,33g,15g,17g
744,Slow Cooker German-Style Pork Roast with Sauerkraut and Potatoes,German,20 mins,8 hrs,8 hrs 20 mins,8,386.0,15g,31g,31g
746,German Rouladen,German,20 mins,1 hr 10 mins,1 hr 30 mins,6,264.0,17g,8g,19g
747,"Grillhaxe (Grilled Eisbein, Pork Shanks)",German,10 mins,3 hrs,3 hrs 10 mins,12,532.0,28g,1g,71g
748,Krautburger,German,40 mins,40 mins,1 hr 30 mins,16,307.0,13g,30g,15g
749,Apfelkuchen (Apple Cake),German,20 mins,35 mins,1 hr 25 mins,12,370.0,14g,57g,5g
750,German Lebkuchen,German,20 mins,10 mins,8 hrs 30 mins,36,120.0,1g,27g,2g
751,Kate's Easy German Sauerbraten,German,30 mins,8 hrs 20 mins,2 days 8 hrs 50 mins,8,460.0,27g,18g,28g
752,Real Homemade Bologna,German,15 mins,1 hr,1 day 1 hr 15 mins,24,115.0,9g,,9g
753,Schnitzel,German,10 mins,1 hr,1 hr 10 mins,4,677.0,31g,60g,38g
754,German Marble Cake,German,,,,14,346.0,15g,46g,6g
755,Oktoberfest Chicken and Red Cabbage,German,20 mins,1 hr 25 mins,1 hr 45 mins,8,271.0,9g,24g,23g
756,Easy-Made German Quark,German,10 mins,2 hrs 15 mins,3 hrs 10 mins,28,91.0,6g,4g,2g
757,German Zwiebelkuchen (Onion Pie),German,1 hr,1 hr,2 hrs,12,441.0,26g,43g,10g
758,Easy German Apple Streusel Pie,German,20 mins,1 hr,1 hr 25 mins,10,365.0,17g,53g,4g
759,Kraut Bierocks,German,45 mins,1 hr,1 hr 45 mins,10,630.0,34g,55g,25g
760,Homemade Sauerkraut,German,10 mins,20 mins,30 mins,8,46.0,0g,10g,2g
761,Best Homemade Marzipan,German,10 mins,,10 mins,12,171.0,11g,17g,4g
762,Jaeger Schnitzel,German,30 mins,2 hrs,2 hrs 30 mins,8,455.0,9g,54g,39g
763,Hasty Pudding,German,,,,12,226.0,7g,40g,3g
764,German Currywurst,German,10 mins,20 mins,30 mins,4,451.0,32g,26g,18g
765,Gluehwein (German Mulled Wine),German,10 mins,1 hr,1 hr 10 mins,4,,,,
766,Butterkuchen,German,1 hr 30 mins,30 mins,2 hrs,24,207.0,9g,29g,4g
767,Bee Sting Cake (Bienenstich),German,30 mins,30 mins,2 hrs,16,226.0,14g,20g,5g
768,"Slow Cooker Pork, Sauerkraut, and Beer",German,15 mins,8 hrs,8 hrs 15 mins,8,166.0,6g,13g,14g
770,Fried Cabbage and Egg Noodles,German,5 mins,15 mins,20 mins,4,690.0,28g,93g,19g
771,German Rhubarb Streusel Cake,German,20 mins,40 mins,1 hr 30 mins,8,322.0,15g,42g,4g
772,German Rice,German,10 mins,55 mins,1 hr 5 mins,7,716.0,35g,79g,19g
773,Christmas Stollen,German,30 mins,40 mins,2 hrs 50 mins,15,178.0,7g,29g,2g
774,German Schwenkbraten,German,15 mins,20 mins,1 day 35 mins,8,649.0,48g,16g,39g
775,Cabbage and Kielbasa,German,15 mins,25 mins,40 mins,6,568.0,46g,22g,18g
776,Mandelmakronen (Almond Meringues),German,20 mins,15 mins,35 mins,48,40.0,2g,5g,1g
777,Schupfnudeln (German Fried Potato Dumplings),German,20 mins,45 mins,1 hr 5 mins,6,286.0,6g,50g,8g
778,Pork Roast and Sauerkraut,German,15 mins,6 hrs 25 mins,6 hrs 40 mins,8,406.0,25g,16g,27g
779,Red Currant Pie,German,20 mins,35 mins,1 hr 25 mins,10,257.0,10g,39g,4g
780,German Rocks,German,15 mins,10 mins,25 mins,36,179.0,9g,23g,3g
781,Bierock Casserole,German,20 mins,25 mins,45 mins,6,674.0,42g,33g,37g
782,Pfeffernusse,German,,,,96,51.0,2g,7g,1g
783,German Anise Christmas Cookies (Springerle),German,,,,36,115.0,1g,25g,2g
784,Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,German,25 mins,15 mins,40 mins,45,46.0,3g,5g,1g
785,Apple Cake with Cream Cheese Frosting,German,15 mins,45 mins,1 hr,24,284.0,15g,36g,3g
786,Sausage 'n Kraut,German,5 mins,10 mins,15 mins,4,268.0,17g,18g,14g
787,North German Gruenkohl (Kale) and Sausage,German,25 mins,1 hr 35 mins,2 hrs,4,828.0,66g,18g,39g
788,German Chicken,German,10 mins,30 mins,40 mins,4,253.0,2g,29g,29g
789,Greek Smashed Pita,Greek,15 mins,15 mins,30 mins,4,505.0,15g,56g,35g
791,Greek Beef Stuffed Onions (Salantourmasi),Greek,30 mins,2 hrs 50 mins,4 hrs,6,428.0,25g,26g,26g
793,Bougatsa,Greek,35 mins,45 mins,1 hr 50 mins,12,842.0,55g,73g,14g
794,Greek Turkey Meatballs,Greek,20 mins,10 mins,30 mins,4 to 6,473.0,32g,13g,35g
796,Pan-Fried Halloumi,Greek,5 mins,10 mins,15 mins,4,256.0,21g,4g,14g
798,Easy Bundt Pan Roasted Greek Chicken and Vegetables,Greek,20 mins,1 hr 10 mins,1 hr 30 mins,4 to 6,738.0,33g,56g,54g
799,Greek Potato Salad,Greek,15 mins,15 mins,35 mins,6,335.0,23g,28g,5g
800,Greek Chicken,Greek,10 mins,30 mins,2 hrs 40 mins,8,412.0,31g,4g,31g
801,Air Fryer Spanakopita,Greek,40 mins,15 mins,55 mins,24,122.0,7g,12g,4g
802,Pastitsio,Greek,20 mins,1 hr 30 mins,2 hrs,10,556.0,36g,22g,34g
803,Grilled Spatchcocked Greek Chicken,Greek,15 mins,1 hr,1 hr 25 mins,6,1213.0,115g,2g,39g
804,Souvlaki,Greek,30 mins,10 mins,2 hrs 40 mins,12,189.0,8g,4g,24g
805,Traditional Gyros,Greek,15 mins,45 mins,3 hrs 15 mins,12,425.0,41g,43g,22g
806,Greek Butter Cookies,Greek,20 mins,10 mins,30 mins,48,74.0,4g,9g,1g
807,Greek Baklava,Greek,25 mins,50 mins,1 hr 15 mins,18,393.0,26g,38g,6g
808,Spanakopita (Greek Spinach Pie),Greek,30 mins,40 mins,1 hr 10 mins,6,494.0,35g,32g,18g
809,Roasted Greek Lemon Potatoes,Greek,15 mins,1 hr,1 hr 15 mins,6,282.0,12g,40g,5g
810,Taramosalata,Greek,15 mins,,20 mins,6,383.0,23g,35g,13g
811,Light and Easy Greek Potato Salad,Greek,30 mins,25 mins,1 hr 25 mins,8,105.0,7g,10g,1g
812,Traditional Gyro Meat,Greek,15 mins,1 hr,2 hrs 15 mins,10,258.0,17g,1g,24g
813,Greek Horiatiki Salad,Greek,10 mins,,30 mins,4,233.0,18g,14g,7g
814,Moussaka,Greek,45 mins,1 hr,1 hr 45 mins,8,567.0,39g,29g,24g
816,Avgolemono Soup,Greek,25 mins,2 hrs 10 mins,2 hrs 35 mins,6,485.0,22g,33g,37g
818,Homemade Phyllo (or Filo) Dough,Greek,30 mins,,2 hrs 30 mins,8,178.0,3g,33g,4g
819,Tzatziki Sauce,Greek,15 mins,,15 mins,8,75.0,4g,6g,3g
820,Chicken Souvlaki with Tzatziki Sauce,Greek,15 mins,15 mins,2 hrs 30 mins,6,268.0,17g,3g,26g
821,Absolutely Fabulous Greek Salad Dressing,Greek,10 mins,,10 mins,120,104.0,11g,2g,0g
822,Saganaki (Flaming Greek Cheese),Greek,10 mins,5 mins,15 mins,2,391.0,25g,15g,16g
823,Lemon Chicken Orzo Soup,Greek,20 mins,30 mins,50 mins,12,167.0,4g,22g,12g
824,Greek Lemon Chicken Soup,Greek,20 mins,30 mins,50 mins,16,124.0,7g,9g,8g
825,Greek Seasoning Blend,Greek,5 mins,,5 mins,8,9.0,0g,2g,0g
826,Easy Baklava,Greek,30 mins,50 mins,1 hr 20 mins,36,201.0,14g,18g,3g
827,Greek Lentil Soup (Fakes),Greek,10 mins,1 hr,1 hr 10 mins,4,357.0,16g,40g,16g
